,full_text,sentiment
2571,Sri Mulyani Harapkan Indonesia Bisa Bertahan di Tengah Ancaman Resesi\nhttps://t.co/WrmLGdnsl8 https://t.co/de46pKtDID,positive
2572,"Guys, lebih baik melakukan persiapan. Simpan uang sebanyak-banyaknya, jika resesi menular ke Indonesia maka kalian sudah siap! https://t.co/wmtkZBSq7K",positive
2573,"Pada perdagangan kemarin IHSG ditutup melemah terbatas di level 6.858,41. Hingga pekan ketiga Juli, Bank Indonesia memperkirakan tingkat inflasi masih terkendali. Dari mancanegara, kekhawatiran mengenai resesi Amerika Serikat masih berlanjut. Selengkapnya di siniðŸ‘‡ https://t.co/2dw2ccYOtr",neutral
2574,"https://t.co/rWjwY20vR9\n\nBandul goncangan resesi dunia kini semakin kencang berayun, tetapi ekonomi Indonesia justru dinilai oleh Bank Dunia ini sebagai ekonomi yang paling resiliens.",positive
2575,Tanggapan Istana Usai Indonesia Masuk Daftar 15 Negara Terancam Resesi #Nasional https://t.co/2CVltO0qWr https://t.co/g55axiNNKZ,neutral
2576,IMF memastikan #Indonesia aman dari resesi ekonomi global karena kinerja ekonomi pemerintahan #Jokowi tumbuh positif https://t.co/gQWFz696cJ,positive
2577,Kata Istana Soal Indonesia Masuk Negara Berpotensi Resesi https://t.co/4M8Gy0memm,neutral
2578,"Menkeu Sebut Ekonomi AS Melambat, Tapi Tidak Dalam Kondisi Resesi\nhttps://t.co/1JTxnF715W",positive
2579,"Menurut survei Bloomberg, Indonesia memiliki risiko  kecil yakni 3 persen untuk masuk ke resesi ekonomi.  https://t.co/7Iden5aW8T",neutral
2580,"Indonesia diperkirakan tidak akan alami resesi ekonomi pada tahun ini\n\nBahkan Asian Development Bank (ADB) memperkirakan pertumbuhan ekonomi nasional dapat mencapai 5,2%.\nhttps://t.co/FzpsgFUElF",positive
2581,indonesia semoga ngga resesi,positive
2582,"Kepala KSP Moeldoko mengakui kondisi ekonomi tidak sedang baik-baik saja, namun Indonesia patut disyukuri karena risiko terkena resesi rendah. https://t.co/UgUJnvn3qv",positive
2583,Isu resesi global kini marak diperbincangkan. Beberapa negara bahkan tengah diprediksi mengalami kebangkrutan. Lantas bagaimana analisis potensi resesi global terhadap perekonomian Indonesia? kebijakan apa yang perlu diambil agar pemulihan tetap berjalan? #comingsoon #COREmidyear https://t.co/MLBkk1NsSD,neutral
2584,Dampak Ancaman Resesi Amerika ke StartupÂ Indonesia https://t.co/eThNdQ6IJW,neutral
2585,@CNNIndonesia Insya Allah INDONESIA- ku selamat dari resesi !,positive
2586,Perekonomian Amerika Serikat diramal resesi tahun depan. Seberapa besar dampaknya ke startup Indonesia?https://t.co/E909LYy2GO,neutral
2587,"Peneliti CORE Indonesia @YusufRManilet mengatakan, salah satu dampak dari resesi adalah turunnya permintaan terhadap beragam produk barang dan jasa.\n\nVia: @pilar.id\n\nhttps://t.co/Z64JhvF9rh",neutral
2588,"Indonesia masuk ranking 14 negara yang terancam kemungkinan mengalami resesi menurut Survei Bloomberg. Kepala Staf Kepresidenan, Moeldoko buka suara, apa katanya? https://t.co/Ejw2SkD7b3",neutral
2589,"Indonesia masuk ke dalam daftar negara yang disurvei oleh Bloomberg yang menyebutkan Indonesia mengalami ancaman resesi dengan potensi hanya 3%. Begini tanggapan Pakar ekonomi Islam Nida Saâ€™adah, S.E., M.E.I., Ak.. https://t.co/6G3ifQhccS",neutral
2590,"Indonesia dibayangi resesi Amerika, pemerintah wajib subsidi jaga daya beli masyarakat.\nKenaikan UMR daerah harus diprioritaskan agar turut berpartisipati mendorong pertumbuhan ekonomi nasional dan menekan inflasi.\nSEMANGAT MEMBANGUN DESA.\nhttps://t.co/3fbEAfgxJ5",positive
2591,"Indonesia masuk daftar negara terancam resesi, Moeldoko: Ekonomi masih baik\nhttps://t.co/YXwrUlcqi5 https://t.co/XMLF05fuXy",positive
2592,Indonesia Menuju Resesi https://t.co/Dm0TrCz4Oc\nCovid-19\nMinggu 24 Juli 2022\nAda 6.168.342\nMeninggal 156.902\nStadion\nJakarta International Stadium\nCitayam Fashion Week\nCreated by the Poor\nStolen by the Rich\nBaim Wong\nHAKI\nFerrari\nPerez\n#WaspadaResesiEkonomi\n#WaspadaResesiEkonomi,neutral
2593,"@ZeroDemoCRAZY ekonomi ambruk endasmu, Indonesia merupakan salah satu negara terkuat di Asia yang mampu menahan resesi dan inflasi tinggi di tengah ketidak stabilan keuangan global",positive
2594,Alasan Indonesia Minim RisikoÂ Resesi https://t.co/GRJSnfnfST,neutral
2595,Apa dampak dari ancaman resesi global? Bagaimana seharusnya Indonesia menyiapkan diri menghadapi ancaman ini? #anismatta #arahbaruindonesia #indonesia5besardunia #krisis #ancamankrisis https://t.co/r24RQzsWKD,neutral
2596,"[Weekly Article KSEI 2022]\n\nAssalamu'alaikum wr.wb\nDari departemen RND baru aja rilis artikel di web ksei yang berjudul :\n \nâ€œIndonesia Termasuk Salah Satu Negara Yang Berpotensi Terkena Resesi\n\nhttps://t.co/0shznWC2N5\n \nWassalamu'alaikum wr.wb\n\n#kseifebiuinsaizu\n#ekonomrabbani https://t.co/9wZFLXoTZx""",neutral
2597,"Baca: Potensi Resesi Indonesia Hanya 3%, Nida Saâ€™adah: Ekonomi Indonesia Baik-Baik Saja?\n\n#FlashNews\n\nhttps://t.co/Vo7I8hWcT8",neutral
2598,"@ismailfahmi Pelajaran juga : @ismailfahmi \nBangun negara itu mudah 5 th jadi.\nTdk semudah itu firtuoso\nYa klu pejabat penguasanya alim, bersih bebas KKN kerja nyata hasil faktanya bisa di rasakan\nHla buktinya.. Cukup 8th menjabat rusaklah Indonesia seutuhnya...\nApa Ndak bahaya pantes resesi",negative
2599,"#SistemRapuhNegaraLumpuh \n\nJgn terprovokasi! C-19 terbukti melumpuhkan kt. Resesi ekonomi & korban kematian luar biasa! Indonesia negeri khatulistiwa, matahari gratis, renpah2 tinggal petik, berbagai herbal berkhasiat bs jd garda raga! No more plandemy!\nhttps://t.co/pcaTH1HaQ7",neutral
2600,"Indonesia masuk ke dalam daftar negara yang disurvei oleh Bloomberg yang menyebutkan Indonesia mengalami ancaman resesi dengan potensi hanya 3%. Begini tanggapan Pakar ekonomi Islam Nida Saâ€™adah, S.E., M.E.I., Ak..\n\n#FlashNews\n\nhttps://t.co/Ni6wZP5SdG https://t.co/VgAvZayYul",neutral
2601,"Ekonom: Ancaman Resesi Indonesia Justru Dari China, Bukan Amerika https://t.co/u8BPstF2sk\nCovid-19\nSabtu 23 Juli 2022\nAda 6.164.271\nMeninggal 156.902\nSelamat Hari Anak\nPresisi\nRara\nDe Gea\nKounde\nDukuh Atas\nRebahan\nMalming\nMalam Minggu\n#WaspadaResesiEkonomi\n#WaspadaResesiEkonomi",neutral
2602,@KSyakira0211 @panca66 Yg lu bilang tolol itu dah kerja keras selamatin Indonesia dr resesi akibat Pendemi...hasilnya lu tau sendiri...ðŸ˜€,neutral
2603,Perekonomian Indonesia masih aman dari ancaman resesi global https://t.co/IOeLK4XWIb,positive
2604,"Inflasi lebih menakutkan dari resesi. Saat ini, Indonesia masih banyak disubsidi oleh pemerintahnya. Cuma cepat/lambat akan dirasakan oleh masyarakat. Semoga bijaksana selalu untuk Bapak Presiden, bapakÂ²/ibuÂ² Menteri dalam menjalankan programnya. Flexibility over planning ðŸ¤“",positive
2605,Diperlukan Pimpinan Negara yg HEBAT utk membuat sebuah negara tetap HEBAT dlm situasi apapun jg. \n\nAlhamdulillah INDONESIA mendapatkan anugrah itu. \n\nhttps://t.co/P36GnBctMr,positive
2606,@NodaMembundle - ukraina Rusia adu rudal\n- usa resesi saling tembak\n- srilanka bar2\n- england terbakar\n\nIndonesia ribut rebutan aspal trotoar dukuh atas scbd. Kurang bahagia apa hidup dimari ya gaes ðŸ˜…,positive
2607,"Indonesia optimis, dan berdoa semoga kita semua dalam keadaan yang baik2 kita bisa lewati krisis dsn ancaman resesi dengan baik,berfikir positif dan tetap optimis",positive
2608,@Pencerah___ @budimandjatmiko Semoga saja Indonesia lebih tahan imbas resesi global,positive
2609,@cnbcindonesia Jlas untung klo bank indonesia naikan suku bunga acuan nkri bsa brnasib sama dg barat &uni eropa yg ekonominya krisis resesi& inflasi akibat krisis pangan& energi lagi pula bank indonesia berthan dg suku bunga rendah shg prputaran roda perekonomian nkri trjaga dg baik akibatprang,neutral
2610,"2. Menurut Puan, tingginya harga berbagai bahan pokok berpotensi memperburuk daya beli masyarakat.\nMeskipun Indonesia diprediksi aman dari resesi, tapi negara hrs memikirkan masyarakat bawah\n\n#UpahMinimum\n#DPRuntukNegeri\nTerus mendengar aspirasi rakyat\n\nhttps://t.co/3qhfgAx1xW",neutral
2611,"Sri Lanka Urutan Pertama Negera Terancam Resesi, Indonesia Posisi Berapa? https://t.co/NN1Q0vExtV\nCovid-19\nJumat 22 Juli 2022\nAda 6.159.328\nMeninggal 156.893\nDeck\nJonathan\nRans\nNgabalin\nERHA\nPerawan\nManchester City\nBayern Munchen\nAC Milan\nInter Milan\n#NKRIBangkrut\n#NKRIBangkrut",neutral
2612,Parah dan Mengerikan Dampak Warisan Utang Jokowi Bagi Masa Depan Bangsa Indonesia.\nIndonesia Bisa Terpuruk Jadi Negara Miskin?,negative
2613,"Indonesia Terancam Resesi, Begini Saran Ahli https://t.co/3pMbdGDYVZ",neutral
2614,@CNNIndonesia Tahu kalau Indonesia Akan Resesi,neutral
2615,"Keadaan lain juga menimpa Indonesia, misalnya, atau Jerman. Kondisi resesi ekonomi secara global ini lantaran terjadi karena dependency antara satu negara dalam hal perdagangan global.",neutral
2616,"Daya Tahan Ekonomi Asia Hadapi Resesi\n\nMenteri Keuangan mengingatkan meskipun risikonya rendah, Indonesia tetap perlu waspada menghadapi resesi ekonomi yang terjadi di sejumlah negara.\n\n#IndonesiaJuara #Jokowi #SriMulyani https://t.co/0x36BjuAKd",positive
2617,"Ini Amerika lo tuips, bukan di Indonesia \nhttps://t.co/ZFjU83Dxin\n\nEkonomi AS disebut sedang berada di jurang resesi. Banyak warga AS yang berasal dari kelompok kelas menengah mulai kesulitan membayar kredit tepat waktu.",neutral
2618,Mulai dari Tahun 2020- 2023 Kesana Di Indonesia  Terancam Resesi Ekonomi. Rakyat Semakin Susah & Menderita Dewasa ini.ðŸ«£ðŸ¤¦,negative
2619,"Hutang 7000 T bunganya saja 400 T, Direktur IMF merayu Jokowi untuk ngutang lagi dengan alasan Indonesia tidak terkena resesi ekonomi. \ni'am very worry about that! https://t.co/lvY1xrZcDD",negative
2620,"@Nurfatm47285223 @budiawandki @Arah_Cerah @mustofa_4riez @msaid_didu Ga juga, buktinya Indonesia paling sedikit potensinya terjadi resesi di antara negara Asia Tenggara",positive
2621,"@Kita_AMLTF Alhamdulillah....dan Semoga Negara Kesatuan Republik Indonesia, Tanah Air Beta ðŸ‡®ðŸ‡©, dijauhkan dari problematika ekonomi, dalam bentuk resesi atau apapun itu namanya. Amin....ðŸ¤²\nTermasuk makin kuat untuk selalu 'Cegah dan Tangkal TPPU-PT'..... Merdeka....â™¥ï¸ðŸ‡®ðŸ‡©",positive
2622,"@CNNIndonesia Kalau indonesia mah tydac mungcin resesi ðŸ˜ŒðŸ™ gaboleh dibanding2kan katanya. Pokoknya dibilang ga mungkin, ya ga mungkin..",neutral
2623,@Kita_AMLTF Seram...\nAs saja sudah hampir resesi\nIndonesia masih catwalk di SCBD\n\nBersyukur Indonesia punya tim yg hebat\nPPATK yg akan selalu melindungi negara dr TPPU-PT,positive
2624,Sulit indonesia terhindar dari resesi ekonomi.\n#resesi_ekonomi,negative
2625,"Berikutnya, Nina Susilo bertanya bagaimana penilaian Bang Poltak, ketika melihat kondisi dunia saat ini, Indonesia sendiri ada di mana posisinya? Apakah Indonesia cukup resisten menghadapi kemungkinan resesi atau justru rentan? Faktor2 apa yang menjaga Indonesia dari resesi ini?",neutral
2626,"â€œWalaupun Indonesia diprediksi aman dari resesi, negara harus memikirkan masyarakat, terutama kalangan menengah ke bawah. Harus ada intervensi dalam mengatasi naiknya harga-harga kebutuhan pokok,â€ ungkap Puan.",neutral
2627,@ZulfanE94952246 Yg penting skg INDONESIA TAHAN RESESI https://t.co/fqzyWoPbuW,positive
2628,"[PovCorn - Episode 1]\n\nHalo sobat ilmiah, kalian tau ga sih saat ini ancaman resesi ekonomi semakin hari semakin nyata dirasakan oleh berbagai wilayah di dunia lho. Kira kira pemerintah Indonesia sudah memulai aksi nyata belum ya untuk meminimalisir hal tersebut atau saat ini",neutral
2629,"Sekedar pesan dan masukan buat pak @jokowi ,ditengah masa resesi global,yg berdampak jg ke indonesia,mohon diperhatikan hrg barang kebutuhN pokok sehari"",agar tdk terjadi keresahan diakar rumput,yg bs menggoyahkan stabilitas nasional,sy berharap mentri"" bpk tdk trus bermanuver""",neutral
2630,"Catat jadwalnya berikut ini:\nSelasa, 26 Juli 2022\nPukul: 11.00 WIB\nTema: â€œPotensi Resesi Amerika Serikat, Apa Dampaknya Untuk Pasar Modal Indonesia?â€",neutral
2631,"@DoddyAlpayat @ChovaHerman Lu aja kali yg merasa tertindas n nggak makmur ðŸ˜‚ðŸ˜‚ .. negara lain pada kena resesi, Alhamdulillah Indonesia tidak.. dah dapat nasbung tha ðŸ˜‚ðŸ˜‚",positive
2632,"Terungkap! Rahasia Ekonomi Indonesia Yang Bikin Kebal Resesi. Banyak negara maju akan terjun bebas sektor ekonominya, tetapi Indonesia tetap aman! https://t.co/h0gAYXhiPs #UangKita @jokowi @PerekonomianRI @KemenkeuRI",positive
2633,Resesi dunia mengancam indonesia waspada https://t.co/VxJsl0D8SR,positive
2634,@Cupidlucky2 @seroja_merah dibaca bong idiot\n\nMenteri Keuangan Sri Mulyani Indrawati menegaskan saat ini pemerintah tengah berusaha keras mensiasati agar Indonesia bisa keluar dari ancaman resesi.,neutral
2635,Amerika Serikat dikabarkan berpotensi mengalami resesi. Hmm.. Apa saja strategi Investasi dalam menghadapi dampak resesi Amerika Serikat pada pasar modal Indonesia? https://t.co/K0FhSF5NKP,neutral
2636,"Sedikit saja guncangan terjadi, Indonesia bisa terseret ke jurang resesi. \n\nDewan Komisioner OJK yang baru harus membenahi kinerja lembaga ini. Kuncinya adalah memperkuat pengawasan dan perlindungan konsumen.\n\nSimak berita #KoranTempo selengkapnya di https://t.co/SFAZK2Swd9",neutral
2637,"Mengutip survei Bloomberg, Indonesia hanya memiliki kemungkinan 3% untuk mengalami resesi. Di Asia Tenggara, probabilitas resesi Indonesia ini menjadi yg terendah.\n\n#IndonesiaMaju https://t.co/A2uBeLyRJo",neutral
2638,Sek terawang dulu apakah Indonesia masuk resesi. ðŸ˜ðŸ˜ðŸ˜ https://t.co/8NE9zeZHXx,neutral
2639,"Indonesia Terancam Resesi, Pemerintah Diminta Lebih Teliti https://t.co/fcRoGNTjf8",neutral
2640,Indonesia jauh dari resesi #HargaBahanPokok#BahanPokokStabil#StockBahanPokok#BBMTerkendali https://t.co/KFrf35ucgk,positive
2641,Dua Sektor Kunci Resiliensi Ekonomi Indonesia Menghadapi Bayang Resesi Global https://t.co/8G13bF5gEg,neutral
2642,Kerja sama Indonesia - Amerika Serikat makin dieratkan. Terlebih lagi saat sama-sama terancam resesi seperti sekarang ini. Airlangga Hartarto pimpin pertemuan dengan AmCham https://t.co/REAGPubLqT,neutral
2643,"Kabar Baik dari Badan Fiskal di Tengah Ancaman Resesi Global\nHasil survei tersebut menunjukkan bahwa Indonesia menjadi salah satu dari sedikit negara dengan fundamental ekonomi yang sangat berdaya tahan di tengah risiko global yang masih eskalatif,"" https://t.co/0aYBHsuXVe""",positive
2644,"Indonesia diramal tidak akan alami resesi ekonomi pada tahun ini. Bahkan Asian Development Bank (ADB) memperkirakan pertumbuhan ekonomi nasional bisa mencapai 5,2%.\n\nBinus | #LaptopDariShopee | ISAC | MC CHAEWON | Jake | #SongHyeKyo https://t.co/eEeOUzQo6h",positive
2645,Dia menyarankan 2 hal kepada pemerintah Indonesia sebagai pemangku kebijakan dengan adanya survei yang menyebut Indonesia terancam resesi. https://t.co/JKcDmAWV0l,neutral
2646,"Anthony Budiawan: Indonesia Menuju Resesi! \n\nhttps://t.co/Azq3LfVSvx \n\nBeban hutang yang semakin tinggi,harga kebutuhan utama yg naik ,korupsi yang menggila, serta gagalnya menciptakan iklim investasi dan berkurangnya kepercayaan rakyat kpd pemerintah \n\n#lanyalla #resesi #tiwul",neutral
2647,"Resesi Dunia Semakin Tegas Akibat Inflasi Tinggi, Situasi Dilematis Melanda https://t.co/OdU3rHHpa5 lewat @Blockchain Media Indonesia",neutral
2648,"@cakefeine_ indonesia ga resesi kaðŸ¥²ðŸ¥²\ntapi kalo kakak gaada tanggungan apa2 sih gpp, asal ortu juga ok",positive
2649,"@Sofuckingrich1 @theflankerID Sorry bro, gue bener2 gak tahu issue dan ikutin berita terkait Persija yg nunggak gaji pemain. Tp ini sekedar awareness bagi semua club sepak bola khususnya di Indonesia. Ingat resesi dan inflasi di depan mata club mana pun bisa mengalami gagal bayar.",neutral
2650,PEPS: Ekonomi Indonesia Sedang Menuju Resesi\nhttps://t.co/wgyHovuaCw,negative
2651,Bahlil: Jangan Percaya Informasi Indonesia Bakal Resesi seperti Sri Lanka https://t.co/awqTgoHKLQ,positive
2652,Anthony Budiawan: Indonesia MenujuÂ Resesi! https://t.co/sCWBH62B6S,negative
2653,"Menkeu Sri Mulyani tidak punya kompetensi, tegas Jerry Massie: Pekan lalu ekonomi kita disebutnya tak akan bernasib seperti Sri Lanka. Tapi pada 14 Juli, dia (Sri Mulyani) menyatakan Indonesia terancam ikuti jejak Sri Lanka karena terancam resesi."" \nhttps://t.co/T925fvnZG6""",neutral
2654,Resesi di indonesia sedang berjalan...siap2 bro...kita harus ngurus diri sendiri.,positive
2655,Pemerintah Perlu Ekstra Hati-hati Sikapi Resesi Global Bisa Berdampak Buruk BagiÂ Indonesia https://t.co/89qck04BHu,neutral
2656,"Indonesia saat puncak Pandemi, sempat pertumbuhan ekonomi ny terkontraksi 2,07% di akhir 2020, tp bisa pulih di tahun 2021. Indonesia sdh teruji mampu menghadapi dan mengatasi resesi ðŸ‘ðŸ‡®ðŸ‡© Kita sama2 berdoa & berharap pemerintah Indonesia mampu mengatasi!\nhttps://t.co/g6tcD6UAoS",positive
2657,"Jauh dari resesi Ekonomi Indonesia diprediksi akan meroket 5,2%\n#HargaBahanPokok\n#BahanPokokStabil\n#StockBahanPokok\n#BBMTerkendali https://t.co/u6ReYJiJ3Q",positive
2658,"@Sofuckingrich1 @theflankerID Bro, ini gak bicara saat ini dan bukan utk Persija doang. Tp utk semua club di Indonesia yg melakukan saga transfer. Inflasi dan Resesi di depan mata,club2 eropa yg management OK dan profesional sudah kena dampak nya,transfer mereka gak se Jor2an seperti dulu. Ini sekedar warning",neutral
2659,"Prof. Didik J. Racbini: Saya ulangi lagi yah... Kalau Jepang punya spt kita hutang 7.000T karena 0,2% (bunga) di hanya bayar 14T, APBN dikurangi 14T. Kalau kita bunganya 7-8% itu bisa 400T kan beda jauh"" \n\n Kuliah lagi sana ha ha haðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/ioRHgpklss""",neutral
2660,"Ekonomi China kontraksi 2,6% pada Q2/2022 dibandingkan Q1/2022 (QoQ). Ekonomi dunia jg melambat, bahkan banyak juga yg mengalami kontraksi. Di lain sisi, inflasi global masih terus naik. Tanda akan terjadi stagflasi: resesi dan inflasi tinggi? Bagaimana Indonesia: harus optimis? https://t.co/Bm5Y0py3v6",neutral
2661,"@panca66 Hidden dari pengetahuan World Bank & IMF, sampai bilang Indonesia tahan resesi.",neutral
2662,Warga RI Harus Tahu! Ternyata Ini Alasan Ketua DPR Ngotot Menaikkan Upah Pekerja di Tengah Inflasi\n\n#koranjakarta #puanmaharani #inflasi #resesi #krisis #ekonomi #dpr #ri #gaji #naik #indonesia #news #update \n\nhttps://t.co/AHe25CasRK,neutral
2663,New post: Ekonom Senior: Indonesia Menuju Resesi https://t.co/7POrkorNyZ,neutral
2664,"@TradeInves @papiicorn @Saham_fess maksud saya, yang resesi itu US nya. kalo US udah resesi, ekonomi Indonesia pasti kena dampak, apalagi IHSG.",neutral
2665,"Indonesia aman dari resesi, ayo lanjut #investasi pakai Robo Advisor Bareksa\nhttps://t.co/khA2WyHJHG",positive
2666,Menteri BUMN @erickthohir meyakini ekonomi Indonesia akan tumbuh secara konsisten sekitar 5 hingga 7 persen sebagai pemulihan ekonomi dari resesi akibat pandemi\nIndonesia memiliki fundamental yang kuat untuk tumbuh ke depan yaitu pangsa pasar yang luas\n#BangkitBersamaET https://t.co/HXHLnTJcBz,positive
2667,"Bapak Ibu tidak usah dengar dengan informasi hoaks tentang ekonomi Indonesia yang di hadapan resesi. Orang mengait-ngaitkan dengan Sri Lanka tidak ada hubungan, itu terlalu jauh,"" kata Bahlil. https://t.co/O24coUlFIs""",neutral
2668,"â€œKetidakpastian Global dan Resesi Ekonomi. Menjadi pembicara dalam diskusi ini adalah Poltak Hotradero, Peneliti Senior dan Ekonom Bursa Efek Indonesia.""",neutral
2669,New post: Anis Nilai Indonesia tak Aman dari Resesi Ekonomi https://t.co/uOJPRRnXie,negative
2670,"Isu Krisis Ekonomi di Indonesia Makin Mencuat, Sri Mulyani: Potensi Resesi Masih Jauh https://t.co/x99EFdy2dX",positive
2671,"Banyak negara khawatir  terjadi resesi terutama AS dan negara-negara Eropa. Indonesia bisa terhindar resesi dengan mengoreksi kebijakan moneter dan fiskal, menjaga konsumsi, serta mengarahkan bantuan sosial dan subsidi . #Opini #AdadiKompas\nhttps://t.co/7Vxpq7XsFX",neutral
2672,@jokowi Semoga  Pak Jokowi sehat  .... Selamat dan sukses selalu . Indonesia masih terus bisa membangun untuk kemajuan masa depan Bangsa dan Negara  . \nSedangkan Negara Negara lain banyak yang kelimpungan dengan Inflasi yang tinggi dan ancaman resesi .,neutral
2673,"Ekonomi Indonesia Disebut Bakal seperti Sri Lanka, Menteri Bahlil: Hoaks!: Menteri Investasi Bahlil Lahadalia meminta masyarakat tidak termakan kabar burung mengenai risiko resesi yang bakal dihadapi Indonesia https://t.co/VoRGcu1cUK",neutral
2674,"Berbagai negara, merespons peningkatan inflasi dengan pengetatan kebijakan moneter yg lbh agresif, shg meningkatkan risiko stagflasi.\n\nPertumbuhan ekonomi AS, Eropa, Jepang, Tiongkok, & India, diprakirakan lbh rendah dr proyeksi sblmnya, disertai peningkatan kekhawatiran resesi.",neutral
2675,ADB Naikkan Prospek Ekonomi Indonesia di Tengah Risiko ResesiÂ Global https://t.co/mBOjX4w9ki,neutral
2676,Bahlil Lahadalia menyebut pemberitaan terkait Indonesia resesi adalah hoax. Ini penjelasannya.  https://t.co/GJ94gRL0b0,neutral
2677,"ADB menaikkan proyeksi pertumbuhan ekonomi Indonesia tahun ini menjadi 5,2% di tengah kekhawatiran risiko resesi ekonomi global.\n https://t.co/YxpUnw5dt3",neutral
2678,"Harga minyak dunia terus meningkat, blm lagi resesi di sejumlah negara super power seperti Amerika jadi penyebab utama ketidakpastian global termasuk harga pangan. \n\nIndonesia yg agraris ini juga justru tergantung dengan ketersediaan pasokan bahan pangan dari luar negeri...",neutral
2679,"@pacmannai Dan ga semua variabel makro sama, ada yang lebih mudah dipredict, ada yang lebih susah. Probabilitas resesi Indonesia emang sekecil itu",positive
2680,Pertumbuhan Ekonomi Indonesia Kuartal II Munculkan Optimisme Indonesia Jauh dari Resesi\n\nBaca selengkapnya disini\nhttps://t.co/E0VUg561Mm\n\n#MataIndonesia #ekonomi #Indonesia #resesi,positive
2681,Ngeri! Sri Mulyani Ingatkan Potensi Resesi Sangat Nyata: Strategi Indonesia Atasi Banyak MasalahÂ Struktural https://t.co/gtpKqg7G5U,neutral
2682,"Fenomena resesi ekonomi telah kita rasakan pada tahun 2020 saat awal pandemi Covid-19 menyerang. Saat itu, resesi ekonomi Indonesia menyebabkan berkurangnya lapangan kerja dan banyak pegawai yang dirumahkan. https://t.co/fO5TwLTFtP",neutral
2683,Rakyat Indonesia yg percaya kepada Tuhan Yesus jangan tkt terhadap resesi.Oknum yg berbuat tidak benar soal cinta uang apapun dikerjakan pasti akan bermasalah\n\nhttps://t.co/pknuj2bKAa,neutral
2684,Ekonom Indef: Indonesia Kemungkinan Tak Resesi TahunÂ Ini https://t.co/1ZaVVJb6TV,positive
2685,"@Bisniscom Minat ada, tp VW jg pasti akan analisa brp besar market share VW di Indonesia yg msh di dominasi mobil2 Jepang. Segmen atas ada Mercedez dan BMW. Dan potensi resesi gak punya daya beli.",neutral
2686,"Akui Inflasi Tak Bisa Dihindari, Bahlil Pastikan Indonesia Tidak dalam Kondisi Krisis https://t.co/olaJ9wrlrL #BahlilLahadalia #inflasi #KrisisEkonomi #resesi",positive
2687,"@niabillamayang @rsmaptri @Epidepil @belekbaekhyun @dear_myslf Perekonomian Indonesia ditengah gempuran resesi global terbilang cukup aman, dibandingkan dengan negara2 lain.",positive
2688,"Indonesia tak bakal terkena resesi, dan hal itu juga diamani oleh International Monetary Fund (IMF).\n\n#indonesiahebat #jokowidodo #resesi #imf #ri1\n#OurStarLiaDay BTS IS COMING #ZeeLetter #EveEp15 Hiatus impian #Nieuws_idn https://t.co/p2S4f95Gh7",neutral
2689,@pacmannai So many reasons!\n1. Indonesia ga se-interconnected itu dalam pasar global\n2. Trade surplus kita mantap dan kita jadi beneficiary dari stagflation negara lain\n3. Recovery lagi ongoing\n4. Waktu krisis 2008 aja kita ga resesi,neutral
2690,"krisis pangan perang makin parah, kok ada orang yang pengin Indonesia resesi goblok tenan",neutral
2691,Menkeu Ingatkan Potensi Resesi Nyata Bagi Banyak Negara. \n\n#aktualcom\n#resesi\n#negara #menkeu #srimulyani #indonesia https://t.co/Utt3SVMF1T,neutral
2692,Saya kemudian berpikir; mungkin kita bisa membantu Indonesia dari isu ancaman resesi dengan seringlah berbelanja.\n\nSaya sebagai pedagang merasakan betul efek ini. Dominonya besar sekali jika masyarakat sedang enggan mengeluarkan uang mereka.,neutral
2693,@msaid_didu Memang nya yg anda sampai kan logis. \nApa analisa anda soal Indonesia tentang dampak resesi.,neutral
2694,"@tvOneNews @karniilyas Peringkat Resesi Bloomberg:\n\nSri Lanka berpotensi resesi dgn presentase 85%, \n\nNew Zealand 33%, Korsel & Jepang 25%,\n\nChina, Hongkong, Australia, Taiwan & Pakistan 20%. Malaysia 13%,\n\nVietnam & Thailand 10%, \n\nFilipina 8%, \n\nIndonesia 3%, \n\nIndia 0%\n\nhttps://t.co/jhpmO1TbQ2",neutral
2695,@pacmannai Loh yang bermasalah kan ketika pemerintah ga dengerin konsensus para ahli. Kalau waktu Covid ya konsensus para ahli adalah Indonesia bakal kena Covid. Pembuat kebijakan aja yang ga dengerin. Konsensus para ekonom sekarang kemungkinan Indonesia resesi kecil.,neutral
2696,"Ini terjadi di saat US nyemplung dlm resesi, saat yield obligasi 6 bulan bisa lebih tinggi daripada obligasi 10 tahun!\n\nEropa juga terbenam masalah besar energi,\nChina juga terbenam masalah besar properti\n\nNegara2 berkembang bertumbangan!\n\nINI MASA GILA DUNIA\nIndonesia masih OK",positive
2697,"Ekonom CORE Indonesia Yusuf Rendy Manilet mengatakan, untuk mengantisipasi dampak dari resesi global, pemerintah harus bersinergi dengan Bank Indonesia (BI).\n\nVia: @CNNIndonesia \n\nhttps://t.co/VNui7kl702",neutral
2698,"@abu_waras Data ngaco darimana tuh?\n\nMenurut Bank Dunia, sekarang pertumbuhan Indonesia paling stabil dan termasuk tertinggi di dunia, walaupun resesi sedang melanda.\n\nNyungsep? Ga pernah baca berita ya ðŸ¤­ðŸ¤­ðŸ¤­ https://t.co/2iYG9uhZVq",positive
