Unnamed: 0,full_text,sentiment
2554,Sri Mulyani tetap mewaspadai potensi resesi yang terjadi di Indonesia. ,positive
2555,"Staf Ahli Menteri Keuangan Yon Arsal menilai Indonesia masih mampu mempertahankan kestabilan ekonomi, dengan adanya pertumbuhan pendapatan di beberapa bidang seperti perpajakan dan ekspor. Meskipun....    ",positive
2556,"sya rasa isu Brigadir J & Citayam fashion week trlalu di blowup,utk mnutupi isu sentral yg sangat urgent & mngancam di indonesia pd bulan2 ini. yaitu,akibat dr kegagalan ekonomi & hutang yg menggunung,mmpercepat laju inflasi trjadi di indonesia,ditambah lg hantaman resesi global. ",neutral
2557,"Thn 80an itu jga sama kyk skrg. Resesi dunia gegara harga minyak dunia. Perang dimana2. Iran iran, afghan dll Indonesia thn 80 walau dunia resesi, bbm naik masih bisa swasembada beras thn 84.. Indonesia skrg Surplus beras sejak 2018.. Juli 2022 masih surplus ",neutral
2558,"Buat kamu yang kepikiran bisnis start up di tengah isu inflasi, ancaman resesi, efisiensi pegawai, hingga startup yang terancam gulung tikar kayak sekarang ini, plis baca thread ini ",neutral
2559," Rakyat di Eropa, di Brussel, sedang memprotes NATO Rakyat di China sedang berhenti bayar cicilan KPR rumah Rakyat di Amrik sedang ketar ketir nunggu laporan ekonomi besok, resesi gak ya Rakyat di Indonesia...",neutral
2560,"Camken! Pemilu 2024 harus mengubah polarisasi struktural! Menurut World Inequality Report 2022, kesenjangan ekonomi tidak mengalami perubahan signifikan. Tahun 2001-2021, 50% penduduk Indonesia hanya memiliki kurang dari 5% kekayaan, 10% lainnya memiliki sekitar 60% kekayaan.",neutral
2561,"Kuy, kita discuss di DigiTalk Invitation: Investasi ke Startup di Tengah Inflasi dan Ancaman Resesi "". Catat tanggalnya, ya! Jumat, 29 Juli 2022 Pukul 15:00 16:30 WIB ",neutral
2562,Kunjungan Presiden Jokowi ke kawasan Asia Timur yang menjadi mitra strategis Indonesia di bidang ekonomi ini menjadi penting di tengah kekhawatiran resesi global.  ,neutral
2563,"Untuk mencegah resesi dunia yang akan melanda dunia Negara Zimbabwe mengeluarkan kebijakan berganti mata uang dari mata uang kertas beralih kepada mata uang coin emas Indonesia mestinya mengikuti jejak Zimbabwe, karena Indonesia Kaya dengan tambang emas",neutral
2564,"Bandul goncangan resesi dunia kini semakin kencang berayun, tetapi ekonomi Indonesia justru dinilai oleh Bank Dunia ini sebagai ekonomi yang paling resiliens. ",positive
2565,"Pengamat Ekonomi Piter Abdullah mengatakan di tengah resesi global yang menerpa berbagai negara, perekonomian Indonesia akan tetap tumbuh positif ke depan.  ",positive
2566,"BOLAVITA | Jadwal Sabung SV388 Senin,25 Juli 2022 Informasi dan Pendaftaran bisa menghubungi 081297392623              ",neutral
2567, Indonesia msk peringkat 14 dari 15 Negara yg kemungkinan terkena Resesi Bong... ,negative
2568,"Berdasarkan survei dari Indonesia memiliki kemungkinan 3% untuk mengalami resesi, Sobat  setuju kalau Indonesia kebal resesi Follow tiktok, instagram, Linkedin dan sosical media kita    ",neutral
2569,KSP Moeldoko: Indonesia Masuk Ke Dalam Negara Yang Terancam Mengalami Resesi Ekonomi ,negative
2570,"Kebijakan yang sedang diambil Pemerintah adlh semata-mata menjaga kestabilan dan Ketahanan Ekonomi Nasional Indonesia, disaat dunia sedang diterpa badai resesi. Jgn Terpengaruh, apalagi percaya pada mereka yg hanya haus kekuasaan tetapi sejatinya mereka adlh Pembohong. ",neutral
2571,Sri Mulyani Harapkan Indonesia Bisa Bertahan di Tengah Ancaman Resesi ,positive
2572,"Guys, lebih baik melakukan persiapan. Simpan uang sebanyak-banyaknya, jika resesi menular ke Indonesia maka kalian sudah siap! ",positive
2573,"Pada perdagangan kemarin IHSG ditutup melemah terbatas di level 6.858,41. Hingga pekan ketiga Juli, Bank Indonesia memperkirakan tingkat inflasi masih terkendali. Dari mancanegara, kekhawatiran mengenai resesi Amerika Serikat masih berlanjut. Selengkapnya di sini ",neutral
2574," goncangan resesi dunia kini semakin kencang berayun, tetapi ekonomi Indonesia justru dinilai oleh Bank Dunia ini sebagai ekonomi yang paling resiliens.",positive
2575,Tanggapan Istana Usai Indonesia Masuk Daftar 15 Negara Terancam Resesi  ,neutral
2576,IMF memastikan  aman dari resesi ekonomi global karena kinerja ekonomi pemerintahan  tumbuh positif ,positive
2577,Kata Istana Soal Indonesia Masuk Negara Berpotensi Resesi ,neutral
2578,"Menkeu Sebut Ekonomi AS Melambat, Tapi Tidak Dalam Kondisi Resesi ",positive
2579,"Menurut survei Bloomberg, Indonesia memiliki risiko kecil yakni 3 persen untuk masuk ke resesi ekonomi. ",neutral
2580,"Indonesia diperkirakan tidak akan alami resesi ekonomi pada tahun ini Bahkan Asian Development Bank (ADB) memperkirakan pertumbuhan ekonomi nasional dapat mencapai 5,2%. ",positive
2581,indonesia semoga ngga resesi,positive
2582,"Kepala KSP Moeldoko mengakui kondisi ekonomi tidak sedang baik-baik saja, namun Indonesia patut disyukuri karena risiko terkena resesi rendah. ",positive
2583,Isu resesi global kini marak diperbincangkan. Beberapa negara bahkan tengah diprediksi mengalami kebangkrutan. Lantas bagaimana analisis potensi resesi global terhadap perekonomian Indonesia kebijakan apa yang perlu diambil agar pemulihan tetap berjalan   ,neutral
2584,Dampak Ancaman Resesi Amerika ke Startup Indonesia ,neutral
2585, Insya Allah INDONESIA- ku selamat dari resesi !,positive
2586,Perekonomian Amerika Serikat diramal resesi tahun depan. Seberapa besar dampaknya ke startup Indonesia ,neutral
2587,"Peneliti CORE Indonesia mengatakan, salah satu dampak dari resesi adalah turunnya permintaan terhadap beragam produk barang dan jasa. Via: ",neutral
2588,"Indonesia masuk ranking 14 negara yang terancam kemungkinan mengalami resesi menurut Survei Bloomberg. Kepala Staf Kepresidenan, Moeldoko buka suara, apa katanya ",neutral
2589,"Indonesia masuk ke dalam daftar negara yang disurvei oleh Bloomberg yang menyebutkan Indonesia mengalami ancaman resesi dengan potensi hanya 3%. Begini tanggapan Pakar ekonomi Islam Nida Sa adah, S.E., M.E.I., Ak.. ",neutral
2590,"Indonesia dibayangi resesi Amerika, pemerintah wajib subsidi jaga daya beli masyarakat. Kenaikan UMR daerah harus diprioritaskan agar turut berpartisipati mendorong pertumbuhan ekonomi nasional dan menekan inflasi. SEMANGAT MEMBANGUN DESA. ",positive
2591,"Indonesia masuk daftar negara terancam resesi, Moeldoko: Ekonomi masih baik ",positive
2592,Indonesia Menuju Resesi 24 Juli 2022 Ada 6.168.342 Meninggal 156.902 Stadion Jakarta International Stadium Citayam Fashion Week Created by the Poor Stolen by the Rich Baim Wong HAKI Ferrari Perez  ,neutral
2593," ekonomi ambruk endasmu, Indonesia merupakan salah satu negara terkuat di Asia yang mampu menahan resesi dan inflasi tinggi di tengah ketidak stabilan keuangan global",positive
2594,Alasan Indonesia Minim Risiko Resesi ,neutral
2595,Apa dampak dari ancaman resesi global Bagaimana seharusnya Indonesia menyiapkan diri menghadapi ancaman ini      ,neutral
2596,[Weekly Article KSEI 2022] Assalamu'alaikum wr.wb Dari departemen RND baru aja rilis artikel di web ksei yang berjudul : Indonesia Termasuk Salah Satu Negara Yang Berpotensi Terkena Resesi Wassalamu'alaikum wr.wb   ,neutral
2597,"Baca: Potensi Resesi Indonesia Hanya 3%, Nida Sa adah: Ekonomi Indonesia Baik-Baik Saja  ",neutral
2598," Pelajaran juga : Bangun negara itu mudah 5 th jadi. Tdk semudah itu firtuoso Ya klu pejabat penguasanya alim, bersih bebas KKN kerja nyata hasil faktanya bisa di rasakan Hla buktinya.. Cukup 8th menjabat rusaklah Indonesia seutuhnya... Apa Ndak bahaya pantes resesi",negative
2599," Jgn terprovokasi! C-19 terbukti melumpuhkan kt. Resesi ekonomi & korban kematian luar biasa! Indonesia negeri khatulistiwa, matahari gratis, renpah2 tinggal petik, berbagai herbal berkhasiat bs jd garda raga! No more plandemy! ",neutral
2600,"Indonesia masuk ke dalam daftar negara yang disurvei oleh Bloomberg yang menyebutkan Indonesia mengalami ancaman resesi dengan potensi hanya 3%. Begini tanggapan Pakar ekonomi Islam Nida Sa adah, S.E., M.E.I., Ak..  ",neutral
2601,"Ekonom: Ancaman Resesi Indonesia Justru Dari China, Bukan Amerika 23 Juli 2022 Ada 6.164.271 Meninggal 156.902 Selamat Hari Anak Presisi Rara De Gea Kounde Dukuh Atas Rebahan Malming Malam Minggu  ",neutral
2602, Yg lu bilang tolol itu dah kerja keras selamatin Indonesia dr resesi akibat Pendemi...hasilnya lu tau sendiri... ,neutral
2603,Perekonomian Indonesia masih aman dari ancaman resesi global ,positive
2604,"Inflasi lebih menakutkan dari resesi. Saat ini, Indonesia masih banyak disubsidi oleh pemerintahnya. Cuma cepat/lambat akan dirasakan oleh masyarakat. Semoga bijaksana selalu untuk Bapak Presiden, bapak /ibu Menteri dalam menjalankan programnya. Flexibility over planning ",positive
2605,Diperlukan Pimpinan Negara yg HEBAT utk membuat sebuah negara tetap HEBAT dlm situasi apapun jg. Alhamdulillah INDONESIA mendapatkan anugrah itu. ,positive
2606, - ukraina Rusia adu rudal - usa resesi saling tembak - srilanka bar2 - england terbakar Indonesia ribut rebutan aspal trotoar dukuh atas scbd. Kurang bahagia apa hidup dimari ya gaes ,positive
2607,"Indonesia optimis, dan berdoa semoga kita semua dalam keadaan yang baik2 kita bisa lewati krisis dsn ancaman resesi dengan baik,berfikir positif dan tetap optimis",positive
2608, Semoga saja Indonesia lebih tahan imbas resesi global,positive
2609, Jlas untung klo bank indonesia naikan suku bunga acuan nkri bsa brnasib sama dg barat &uni eropa yg ekonominya krisis resesi& inflasi akibat krisis pangan& energi lagi pula bank indonesia berthan dg suku bunga rendah shg prputaran roda perekonomian nkri trjaga dg baik akibatprang,neutral
2610,"2. Menurut Puan, tingginya harga berbagai bahan pokok berpotensi memperburuk daya beli masyarakat. Meskipun Indonesia diprediksi aman dari resesi, tapi negara hrs memikirkan masyarakat bawah   Terus mendengar aspirasi rakyat ",neutral
2611,"Sri Lanka Urutan Pertama Negera Terancam Resesi, Indonesia Posisi Berapa 22 Juli 2022 Ada 6.159.328 Meninggal 156.893 Deck Jonathan Rans Ngabalin ERHA Perawan Manchester City Bayern Munchen AC Milan Inter Milan  ",neutral
2612,Parah dan Mengerikan Dampak Warisan Utang Jokowi Bagi Masa Depan Bangsa Indonesia. Indonesia Bisa Terpuruk Jadi Negara Miskin ,negative
2613,"Indonesia Terancam Resesi, Begini Saran Ahli ",neutral
2614, Tahu kalau Indonesia Akan Resesi,neutral
2615,"Keadaan lain juga menimpa Indonesia, misalnya, atau Jerman. Kondisi resesi ekonomi secara global ini lantaran terjadi karena dependency antara satu negara dalam hal perdagangan global.",neutral
2616,"Daya Tahan Ekonomi Asia Hadapi Resesi Menteri Keuangan mengingatkan meskipun risikonya rendah, Indonesia tetap perlu waspada menghadapi resesi ekonomi yang terjadi di sejumlah negara.    ",positive
2617,"Ini Amerika lo tuips, bukan di Indonesia AS disebut sedang berada di jurang resesi. Banyak warga AS yang berasal dari kelompok kelas menengah mulai kesulitan membayar kredit tepat waktu.",neutral
2618,Mulai dari Tahun 2020- 2023 Kesana Di Indonesia Terancam Resesi Ekonomi. Rakyat Semakin Susah & Menderita Dewasa ini. ,negative
2619,"Hutang 7000 T bunganya saja 400 T, Direktur IMF merayu Jokowi untuk ngutang lagi dengan alasan Indonesia tidak terkena resesi ekonomi. i'am very worry about that! ",negative
2620," Ga juga, buktinya Indonesia paling sedikit potensinya terjadi resesi di antara negara Asia Tenggara",positive
2621," Alhamdulillah....dan Semoga Negara Kesatuan Republik Indonesia, Tanah Air Beta , dijauhkan dari problematika ekonomi, dalam bentuk resesi atau apapun itu namanya. Amin.... Termasuk makin kuat untuk selalu 'Cegah dan Tangkal TPPU-PT'..... Merdeka.... ",positive
2622," Kalau indonesia mah tydac mungcin resesi gaboleh dibanding2kan katanya. Pokoknya dibilang ga mungkin, ya ga mungkin..",neutral
2623, Seram... As saja sudah hampir resesi Indonesia masih catwalk di SCBD Bersyukur Indonesia punya tim yg hebat PPATK yg akan selalu melindungi negara dr TPPU-PT,positive
2624,Sulit indonesia terhindar dari resesi ekonomi. ,negative
2625,"Berikutnya, Nina Susilo bertanya bagaimana penilaian Bang Poltak, ketika melihat kondisi dunia saat ini, Indonesia sendiri ada di mana posisinya Apakah Indonesia cukup resisten menghadapi kemungkinan resesi atau justru rentan Faktor2 apa yang menjaga Indonesia dari resesi ini ",neutral
2626," Walaupun Indonesia diprediksi aman dari resesi, negara harus memikirkan masyarakat, terutama kalangan menengah ke bawah. Harus ada intervensi dalam mengatasi naiknya harga-harga kebutuhan pokok, ungkap Puan.",neutral
2627, Yg penting skg INDONESIA TAHAN RESESI ,positive
2628,"[PovCorn - Episode 1] Halo sobat ilmiah, kalian tau ga sih saat ini ancaman resesi ekonomi semakin hari semakin nyata dirasakan oleh berbagai wilayah di dunia lho. Kira kira pemerintah Indonesia sudah memulai aksi nyata belum ya untuk meminimalisir hal tersebut atau saat ini",neutral
2629,"Sekedar pesan dan masukan buat pak ,ditengah masa resesi global,yg berdampak jg ke indonesia,mohon diperhatikan hrg barang kebutuhN pokok sehari"",agar tdk terjadi keresahan diakar rumput,yg bs menggoyahkan stabilitas nasional,sy berharap mentri"" bpk tdk trus bermanuver""",neutral
2630,"Catat jadwalnya berikut ini: Selasa, 26 Juli 2022 Pukul: 11.00 WIB Tema: Potensi Resesi Amerika Serikat, Apa Dampaknya Untuk Pasar Modal Indonesia ",neutral
2631," Lu aja kali yg merasa tertindas n nggak makmur .. negara lain pada kena resesi, Alhamdulillah Indonesia tidak.. dah dapat nasbung tha ",positive
2632,"Terungkap! Rahasia Ekonomi Indonesia Yang Bikin Kebal Resesi. Banyak negara maju akan terjun bebas sektor ekonominya, tetapi Indonesia tetap aman!  ",positive
2633,Resesi dunia mengancam indonesia waspada ,positive
2634, dibaca bong idiot Menteri Keuangan Sri Mulyani Indrawati menegaskan saat ini pemerintah tengah berusaha keras mensiasati agar Indonesia bisa keluar dari ancaman resesi.,neutral
2635,Amerika Serikat dikabarkan berpotensi mengalami resesi. Hmm.. Apa saja strategi Investasi dalam menghadapi dampak resesi Amerika Serikat pada pasar modal Indonesia ,neutral
2636,"Sedikit saja guncangan terjadi, Indonesia bisa terseret ke jurang resesi. Dewan Komisioner OJK yang baru harus membenahi kinerja lembaga ini. Kuncinya adalah memperkuat pengawasan dan perlindungan konsumen. Simak berita  selengkapnya di ",neutral
2637,"Mengutip survei Bloomberg, Indonesia hanya memiliki kemungkinan 3% untuk mengalami resesi. Di Asia Tenggara, probabilitas resesi Indonesia ini menjadi yg terendah.  ",neutral
2638,Sek terawang dulu apakah Indonesia masuk resesi. ,neutral
2639,"Indonesia Terancam Resesi, Pemerintah Diminta Lebih Teliti ",neutral
2640,Indonesia jauh dari resesi  ,positive
2641,Dua Sektor Kunci Resiliensi Ekonomi Indonesia Menghadapi Bayang Resesi Global ,neutral
2642,Kerja sama Indonesia - Amerika Serikat makin dieratkan. Terlebih lagi saat sama-sama terancam resesi seperti sekarang ini. Airlangga Hartarto pimpin pertemuan dengan AmCham ,neutral
2643,"Kabar Baik dari Badan Fiskal di Tengah Ancaman Resesi Global Hasil survei tersebut menunjukkan bahwa Indonesia menjadi salah satu dari sedikit negara dengan fundamental ekonomi yang sangat berdaya tahan di tengah risiko global yang masih eskalatif,"" ",positive
2644,"Indonesia diramal tidak akan alami resesi ekonomi pada tahun ini. Bahkan Asian Development Bank (ADB) memperkirakan pertumbuhan ekonomi nasional bisa mencapai 5,2%. Binus |  | ISAC | MC CHAEWON | Jake |  ",positive
2645,Dia menyarankan 2 hal kepada pemerintah Indonesia sebagai pemangku kebijakan dengan adanya survei yang menyebut Indonesia terancam resesi. ,neutral
2646,"Anthony Budiawan: Indonesia Menuju Resesi! Beban hutang yang semakin tinggi,harga kebutuhan utama yg naik ,korupsi yang menggila, serta gagalnya menciptakan iklim investasi dan berkurangnya kepercayaan rakyat kpd pemerintah   ",neutral
2647,"Resesi Dunia Semakin Tegas Akibat Inflasi Tinggi, Situasi Dilematis Melanda lewat Media Indonesia",neutral
2648," indonesia ga resesi ka tapi kalo kakak gaada tanggungan apa2 sih gpp, asal ortu juga ok",positive
2649," Sorry bro, gue bener2 gak tahu issue dan ikutin berita terkait Persija yg nunggak gaji pemain. Tp ini sekedar awareness bagi semua club sepak bola khususnya di Indonesia. Ingat resesi dan inflasi di depan mata club mana pun bisa mengalami gagal bayar.",neutral
2650,PEPS: Ekonomi Indonesia Sedang Menuju Resesi ,negative
2651,Bahlil: Jangan Percaya Informasi Indonesia Bakal Resesi seperti Sri Lanka ,positive
2652,Anthony Budiawan: Indonesia Menuju Resesi! ,negative
2653,"Menkeu Sri Mulyani tidak punya kompetensi, tegas Jerry Massie: Pekan lalu ekonomi kita disebutnya tak akan bernasib seperti Sri Lanka. Tapi pada 14 Juli, dia (Sri Mulyani) menyatakan Indonesia terancam ikuti jejak Sri Lanka karena terancam resesi."" ",neutral
2654,Resesi di indonesia sedang berjalan...siap2 bro...kita harus ngurus diri sendiri.,positive
2655,Pemerintah Perlu Ekstra Hati-hati Sikapi Resesi Global Bisa Berdampak Buruk Bagi Indonesia ,neutral
2656,"Indonesia saat puncak Pandemi, sempat pertumbuhan ekonomi ny terkontraksi 2,07% di akhir 2020, tp bisa pulih di tahun 2021. Indonesia sdh teruji mampu menghadapi dan mengatasi resesi Kita sama2 berdoa & berharap pemerintah Indonesia mampu mengatasi! ",positive
2657,"Jauh dari resesi Ekonomi Indonesia diprediksi akan meroket 5,2%     ",positive
2658," Bro, ini gak bicara saat ini dan bukan utk Persija doang. Tp utk semua club di Indonesia yg melakukan saga transfer. Inflasi dan Resesi di depan mata,club2 eropa yg management OK dan profesional sudah kena dampak nya,transfer mereka gak se Jor2an seperti dulu. Ini sekedar warning",neutral
2659,"Prof. Didik J. Racbini: Saya ulangi lagi yah... Kalau Jepang punya spt kita hutang 7.000T karena 0,2% (bunga) di hanya bayar 14T, APBN dikurangi 14T. Kalau kita bunganya 7-8% itu bisa 400T kan beda jauh"" Kuliah lagi sana ha ha ha ",neutral
2660,"Ekonomi China kontraksi 2,6% pada Q2/2022 dibandingkan Q1/2022 (QoQ). Ekonomi dunia jg melambat, bahkan banyak juga yg mengalami kontraksi. Di lain sisi, inflasi global masih terus naik. Tanda akan terjadi stagflasi: resesi dan inflasi tinggi Bagaimana Indonesia: harus optimis ",neutral
2661," Hidden dari pengetahuan World Bank & IMF, sampai bilang Indonesia tahan resesi.",neutral
2662,Warga RI Harus Tahu! Ternyata Ini Alasan Ketua DPR Ngotot Menaikkan Upah Pekerja di Tengah Inflasi              ,neutral
2663,New post: Ekonom Senior: Indonesia Menuju Resesi ,neutral
2664," maksud saya, yang resesi itu US nya. kalo US udah resesi, ekonomi Indonesia pasti kena dampak, apalagi IHSG.",neutral
2665,"Indonesia aman dari resesi, ayo lanjut  pakai Robo Advisor Bareksa ",positive
2666,Menteri BUMN meyakini ekonomi Indonesia akan tumbuh secara konsisten sekitar 5 hingga 7 persen sebagai pemulihan ekonomi dari resesi akibat pandemi Indonesia memiliki fundamental yang kuat untuk tumbuh ke depan yaitu pangsa pasar yang luas  ,positive
2667,"Bapak Ibu tidak usah dengar dengan informasi hoaks tentang ekonomi Indonesia yang di hadapan resesi. Orang mengait-ngaitkan dengan Sri Lanka tidak ada hubungan, itu terlalu jauh,"" kata Bahlil. ",neutral
2668," Ketidakpastian Global dan Resesi Ekonomi. Menjadi pembicara dalam diskusi ini adalah Poltak Hotradero, Peneliti Senior dan Ekonom Bursa Efek Indonesia.""",neutral
2669,New post: Anis Nilai Indonesia tak Aman dari Resesi Ekonomi ,negative
2670,"Isu Krisis Ekonomi di Indonesia Makin Mencuat, Sri Mulyani: Potensi Resesi Masih Jauh ",positive
2671,"Banyak negara khawatir terjadi resesi terutama AS dan negara-negara Eropa. Indonesia bisa terhindar resesi dengan mengoreksi kebijakan moneter dan fiskal, menjaga konsumsi, serta mengarahkan bantuan sosial dan subsidi .   ",neutral
2672, Semoga Pak Jokowi sehat .... Selamat dan sukses selalu . Indonesia masih terus bisa membangun untuk kemajuan masa depan Bangsa dan Negara . Sedangkan Negara Negara lain banyak yang kelimpungan dengan Inflasi yang tinggi dan ancaman resesi .,neutral
2673,"Ekonomi Indonesia Disebut Bakal seperti Sri Lanka, Menteri Bahlil: Hoaks!: Menteri Investasi Bahlil Lahadalia meminta masyarakat tidak termakan kabar burung mengenai risiko resesi yang bakal dihadapi Indonesia ",neutral
2674,"Berbagai negara, merespons peningkatan inflasi dengan pengetatan kebijakan moneter yg lbh agresif, shg meningkatkan risiko stagflasi. Pertumbuhan ekonomi AS, Eropa, Jepang, Tiongkok, & India, diprakirakan lbh rendah dr proyeksi sblmnya, disertai peningkatan kekhawatiran resesi.",neutral
2675,ADB Naikkan Prospek Ekonomi Indonesia di Tengah Risiko Resesi Global ,neutral
2676,Bahlil Lahadalia menyebut pemberitaan terkait Indonesia resesi adalah hoax. Ini penjelasannya. ,neutral
2677,"ADB menaikkan proyeksi pertumbuhan ekonomi Indonesia tahun ini menjadi 5,2% di tengah kekhawatiran risiko resesi ekonomi global. ",neutral
2678,"Harga minyak dunia terus meningkat, blm lagi resesi di sejumlah negara super power seperti Amerika jadi penyebab utama ketidakpastian global termasuk harga pangan. Indonesia yg agraris ini juga justru tergantung dengan ketersediaan pasokan bahan pangan dari luar negeri...",neutral
2679," Dan ga semua variabel makro sama, ada yang lebih mudah dipredict, ada yang lebih susah. Probabilitas resesi Indonesia emang sekecil itu",positive
2680,Pertumbuhan Ekonomi Indonesia Kuartal II Munculkan Optimisme Indonesia Jauh dari Resesi Baca selengkapnya disini   ,positive
2681,Ngeri! Sri Mulyani Ingatkan Potensi Resesi Sangat Nyata: Strategi Indonesia Atasi Banyak Masalah Struktural ,neutral
2682,"Fenomena resesi ekonomi telah kita rasakan pada tahun 2020 saat awal pandemi Covid-19 menyerang. Saat itu, resesi ekonomi Indonesia menyebabkan berkurangnya lapangan kerja dan banyak pegawai yang dirumahkan. ",neutral
2683,Rakyat Indonesia yg percaya kepada Tuhan Yesus jangan tkt terhadap resesi.Oknum yg berbuat tidak benar soal cinta uang apapun dikerjakan pasti akan bermasalah ,neutral
2684,Ekonom Indef: Indonesia Kemungkinan Tak Resesi Tahun Ini ,positive
2685," Minat ada, tp VW jg pasti akan analisa brp besar market share VW di Indonesia yg msh di dominasi mobil2 Jepang. Segmen atas ada Mercedez dan BMW. Dan potensi resesi gak punya daya beli.",neutral
2686,"Akui Inflasi Tak Bisa Dihindari, Bahlil Pastikan Indonesia Tidak dalam Kondisi Krisis    ",positive
2687," Perekonomian Indonesia ditengah gempuran resesi global terbilang cukup aman, dibandingkan dengan negara2 lain.",positive
2688,"Indonesia tak bakal terkena resesi, dan hal itu juga diamani oleh International Monetary Fund (IMF).       BTS IS COMING   Hiatus impian  ",neutral
2689, So many reasons! 1. Indonesia ga se-interconnected itu dalam pasar global 2. Trade surplus kita mantap dan kita jadi beneficiary dari stagflation negara lain 3. Recovery lagi ongoing 4. Waktu krisis 2008 aja kita ga resesi,neutral
2690,"krisis pangan perang makin parah, kok ada orang yang pengin Indonesia resesi goblok tenan",neutral
2691,Menkeu Ingatkan Potensi Resesi Nyata Bagi Banyak Negara.       ,neutral
2692,Saya kemudian berpikir; mungkin kita bisa membantu Indonesia dari isu ancaman resesi dengan seringlah berbelanja. Saya sebagai pedagang merasakan betul efek ini. Dominonya besar sekali jika masyarakat sedang enggan mengeluarkan uang mereka.,neutral
2693, Memang nya yg anda sampai kan logis. Apa analisa anda soal Indonesia tentang dampak resesi.,neutral
2694," Peringkat Resesi Bloomberg: Sri Lanka berpotensi resesi dgn presentase 85%, New Zealand 33%, Korsel & Jepang 25%, China, Hongkong, Australia, Taiwan & Pakistan 20%. Malaysia 13%, Vietnam & Thailand 10%, Filipina 8%, Indonesia 3%, India 0% ",neutral
2695, Loh yang bermasalah kan ketika pemerintah ga dengerin konsensus para ahli. Kalau waktu Covid ya konsensus para ahli adalah Indonesia bakal kena Covid. Pembuat kebijakan aja yang ga dengerin. Konsensus para ekonom sekarang kemungkinan Indonesia resesi kecil.,neutral
2696,"Ini terjadi di saat US nyemplung dlm resesi, saat yield obligasi 6 bulan bisa lebih tinggi daripada obligasi 10 tahun! Eropa juga terbenam masalah besar energi, China juga terbenam masalah besar properti Negara2 berkembang bertumbangan! INI MASA GILA DUNIA Indonesia masih OK",positive
2697,"Ekonom CORE Indonesia Yusuf Rendy Manilet mengatakan, untuk mengantisipasi dampak dari resesi global, pemerintah harus bersinergi dengan Bank Indonesia (BI). Via: ",neutral
2698," Data ngaco darimana tuh Menurut Bank Dunia, sekarang pertumbuhan Indonesia paling stabil dan termasuk tertinggi di dunia, walaupun resesi sedang melanda. Nyungsep Ga pernah baca berita ya ",positive
2699,Jadi kalo Indonesia kena resesi jgn hanya salahkan pandemi dan perang di Ukraina. Ada hal lain yaitu proyek ugal-ugalan.,neutral
2700,Kabar Gembira! IMF Sebut Indonesia Aman Potensi Resesi Pada Tahun 2022 ,positive
2701,"Saksikan sekarang!  EDISI 54 | ANCAMAN RESESI GLOBAL MENGINTAI, BAGAIMANA INDONESIA MENGHADAPINYA LIVE STREAMING  ",neutral
2702,Resesi kini mengancam Amerika Serikat! Apa dampaknya bagi Indonesia dan bagaimana kita mengantisipasinya Yuk temukan jawabannya DI SINI! ,neutral
2703," Kiamat pun gw percaya suatu saat.... tapi blum tau kapan... lu ngomong resesi ya mungkin aja mau resesi..tapi bawa bukti hoax trus ditambah embel2 resesi"" ini mah cocoklogi namanya tong...nyebar dusta..gw juga bisa motoin pemulung trus bilang indonesia jatuh miskin...wkwkwk""",neutral
2704,"Indonesia dengan Sri Lanka jelas berbeda. Tetapi potensi resesi krisis dan resesi Indonesia memang ada,"" ujar Didik J Rachbini ",neutral
2705,"Jangan Anggap Sepele! Menkeu Sri Mulyani Ingatkan Potensi Resesi Sangat Nyata bagi Banyak Negara, RI Termasuk             ",neutral
2706,"Indonesia Masuk dalam Daftar Negara Asia Berpotensi Resesi, Sri Mulyani: Tetap Waspada ",positive
2707,"Kata IMF ekonomi Indonesia oke, jauhlah resesi. Kata adalah doa Gaes. Mari diaminkan. Aamiin ",positive
2708, Bisa punya istri banyak tanda perekonomian di indonesia sangat aman bang...gak mungkin terjadi resesi ekonomi dan tidak akan seperti sri langka ,positive
2709,UMKM Disebut Jadi Kekuatan Indonesia Hadapi Ancaman Resesi Ekonomi ,neutral
2710,"ANCAMAN RESESI GLOBAL MENGINTAI, BAGAIMANA INDONESIA MENGHADAPINYA | g... via ",neutral
2711,DPP Lembaga Dakwah Islam Indonesia ( LDII ) mengingatkan pemerintah segera mengambil sikap sebagai solusi menghadapi resesi ekonomi ,neutral
2712,"Surplus Perdagangan Tembus US$5,09 Miliar, Indonesia Aman dari Resesi ",neutral
2713,"Resesi tetap ada kemungkinannya, tapi hanya 3 persen. Dibandingkan dengan China 20 persen dan Srilanka 80 persen. Kita harus optimis dengan kebijakan yang ada ekonomi Indonesia bisa tumbuh positif.",positive
2714,Bank Dunia mengatakan ancaman resesi ekonomi global sudah di depan mata dan sulit dihindari negara-negara di dunia. Lalu bagaimana dengan Indonesia   ,neutral
2715," Survey Bloomberg memasukkan Indonesia dalam urutan 14 dari 15 negara yang rentan alami resesi ekonomi. Tapi Sri Mulyani Menteri Keuangan percaya, Indonesia tidak akan bernasib sama dengan Sri Lanka yang mengalami resesi.",positive
2716,Kemenkeu Yakin Resesi Ekonomi Global Tidak Berdampak ke Indonesia ,positive
2717,"KemenkeuRI: Selain kenaikan harga pangan, dinamika kondisi global seperti potensi resesi beberapa negara juga bisa memberi dampak pada perekonomian Indonesia.",neutral
